origin_key,dest_key,num
523706213,523706302,0
22102,523833613,0
523706302,523706213,0
523705281,22134,0
523705194,22131,0
523705194,22131,0
523705503,523705402,0
523833613,22102,0
22102,523833613,0
523705231,523705222,0
523716803,22136,0
523705402,523705503,0
523706213,523706302,0
22102,523833613,0
523705844,22131,0
22134,523705281,0
523833613,22102,0
22136,523716803,0
22102,523833613,0
523833613,22102,0
523705422,523705323,0
523705541,523705434,0
22131,523705194,0
523705323,523705422,0
523705402,523705503,0
523705482,22134,0
523705434,523705541,0
523705732,523705634,0
523706302,523706213,0
523705503,523705402,0
523705291,22131,0
523705344,22134,0
523705194,523705291,0
22131,523706203,0
523705323,523705422,0
523833613,22102,0
22131,523706203,0
523705344,22134,0
22133,523705341,0
523856571,523856473,0
523705541,523705434,0
523705482,22134,0
22134,523705344,0
523705343,523705431,0
523705402,523705503,0
22134,523705393,0
523705194,523705294,0
22131,523705194,0
523833613,22102,0
22134,523705482,0
523832744,523832753,0
523705381,22134,0
523832753,523832744,0
523705294,523705194,0
523706203,22131,0
22134,523705344,0
22131,523705291,0
22134,523705344,0
523705402,523705503,0
22131,523706203,0
523705344,22134,0
22134,523705232,0
523705222,523705231,0
523832753,523832744,0
523705231,523705222,0
523706203,22131,0
523706203,22131,0
22131,523706203,0
523705503,523705402,0
523705422,523705323,0
523705194,523705294,0
523705182,523705194,0
523705294,523705194,0
523706203,22131,0
22134,523706401,0
523705291,22131,0
523705194,523705294,0
523705393,22134,0
523705294,523705194,0
523705232,22134,0
523705503,523705402,0
523705634,523705732,0
523716984,523716981,0
523705421,523705521,0
22131,523705844,0
22134,523706401,0
22134,523705381,0
523856571,523856473,0
523706401,22134,0
523706203,22131,0
22134,523705344,0
523706401,22134,0
523705353,22131,0
22134,523705381,0
523705541,523705434,0
523705381,22134,0
523705541,523705434,0
22131,523706203,0
22133,523705351,0
22134,523705381,0
523705343,523705431,0
523706401,22134,0
523705194,523705182,0
523705392,22131,0
523705194,523705182,0
22102,523833613,0
22131,523705392,0
22134,523706401,0
523705434,523705541,0
22134,523705381,0
22102,523833613,0
523705194,523705294,0
523705431,523705343,0
22131,523705353,0
523706203,22131,0
523705294,523705194,0
523705351,22133,0
523706213,523706302,0
523706213,523706302,0
523705381,22134,0
523705844,22131,0
22133,523705351,0
523705281,22134,0
22136,523726142,0
523705194,22131,0
523705521,523705421,0
22134,523705381,0
22133,523705654,0
523706401,22134,0
523705503,523705402,0
22133,523705754,0
22102,523832592,0
523705301,523705203,0
22133,523705654,0
523705194,523705291,0
523705342,22133,0
22131,523706302,0
22134,523705232,0
22134,523705381,0
523705194,523705182,0
523705431,523705343,0
523705294,523705194,0
523706302,523706213,0
523705344,22134,0
523703684,523703594,0
523705194,523705182,0
523705351,22133,0
523833613,22102,0
22133,523705351,0
523705654,22133,0
22132,523716313,0
22136,523726142,0
523705351,22133,0
523716751,523716651,0
523833613,22102,0
523703594,523703684,0
523705381,22134,0
22134,523705393,0
523705393,22134,0
523705422,523705323,0
523832592,22102,0
22206,523857524,0
22133,523705351,0
523705431,523705343,0
22134,523705232,0
22133,523705351,0
523705194,523705294,0
523706302,22131,0
523705203,523705301,0
523726142,22136,0
523705351,22133,0
523726142,22136,0
523705402,523705503,0
22131,523705392,0
22136,523726142,0
22131,523705844,0
523716313,22132,0
22132,523716313,0
523716651,523716751,0
523726142,22136,0
523716213,22136,0
523716313,22132,0
22136,523726142,0
523705182,523705093,0
523706213,523706302,0
22131,523706203,0
523726142,22136,0
523716751,523716651,0
22133,523705342,0
523716981,523716984,0
22136,523716314,0
523705452,22133,0
22132,523716313,0
523832592,22102,0
523716702,22135,0
523706401,22134,0
523705182,523705194,0
523705193,523705292,0
22134,523706401,0
22131,523705353,0
22131,523705353,0
523705454,22133,0
523716213,22136,0
22131,523706404,0
523832592,22102,0
523705392,22131,0
523877771,22344,0
523705844,22131,0
22206,523857524,0
523706404,22131,0
523706304,523706302,0
523705434,523705541,0
523705844,22131,0
523716313,22132,0
523705844,22131,0
22102,523832592,0
523705392,22131,0
22102,523832592,0
22135,523716702,0
523706302,22131,0
523705381,22134,0
523706404,22131,0
523706302,22131,0
22102,523832592,0
22131,523705844,0
523832744,523832753,0
523832862,523832763,0
523832753,523832744,0
523832592,22102,0
22131,523705291,0
523705323,523705422,0
523857524,22206,0
22136,523726142,0
523704494,523705402,0
523705654,22133,0
523705381,22134,0
523716762,523716984,0
22136,523716213,0
22131,523706302,0
523706401,22134,0
523716984,523716874,0
523705291,523705194,0
523705503,523705402,0
523705422,523705323,0
523705351,22133,0
22131,523706302,0
523706304,523706302,0
523833943,22101,0
523705654,22133,0
22133,523705654,0
523706203,22131,0
523716874,523716974,0
523716413,523716611,0
523706301,22131,0
523705402,523704494,0
523705412,523705413,0
523706401,22134,0
22131,523706302,0
22134,523706401,0
523705182,523705194,0
22134,523705393,0
523706302,523706213,0
22101,523833943,0
22133,523705452,0
22132,523716313,0
523705222,523705231,0
523833834,22101,0
523706302,523706304,0
22206,523857524,0
22131,523706404,0
523832862,523832763,0
523833834,22101,0
22134,523706511,0
22102,523832592,0
22134,523706401,0
523703594,523703684,0
523705654,22133,0
523856473,523856571,0
22131,523705851,0
22136,523716213,0
22133,523705454,0
523703684,523703594,0
22135,523716702,0
22133,523705454,0
22131,523705844,0
523705452,22133,0
523706301,22131,0
523705942,22131,0
523706302,523706304,0
22131,523705353,0
523832592,22102,0
523705434,523705541,0
523705182,523705194,0
523705222,523705322,0
22101,523833943,0
22136,523716213,0
523705942,22131,0
523857522,22342,0
523706302,22131,0
22131,523705392,0
523705231,523705222,0
22101,523833834,0
523705541,523705434,0
523705402,523705503,0
523716702,22135,0
22131,523706404,0
22131,523705353,0
22134,523706511,0
22134,523705381,0
523716213,22136,0
523705292,523705193,0
22131,523705392,0
523877771,22344,0
523705844,22131,0
22131,523706203,0
523705393,22134,0
22132,523716313,0
22102,523832592,0
523705343,523705431,0
22101,523833834,0
22344,523877771,0
523716984,523716981,0
22134,523705484,0
523705093,523705182,0
523833943,22101,0
523857524,22206,0
22131,523706301,0
523703793,523703784,0
523833943,22101,0
523716314,22136,0
523716313,22132,0
523705754,22133,0
22101,523833943,0
523705454,22133,0
22134,523705393,0
523705392,22131,0
523705942,22131,0
523832763,523832862,0
22131,523706301,0
523705353,22131,0
22131,523705951,0
523715142,22131,0
523705294,523705291,0
523705501,523704494,0
523706301,22131,0
523705322,523705222,0
523705232,22134,0
22136,523716314,0
523705521,523705314,0
523705362,22131,0
523704494,523705501,0
523706512,22132,0
22131,523705942,0
523706512,22132,0
523716874,523716974,0
22131,523705951,0
22206,523857524,0
523705654,22133,0
523705404,523705203,0
22342,523857522,0
22133,523705654,0
523706404,22131,0
523856571,523856473,0
523705393,22134,0
523716213,22136,0
523705654,22133,0
523726142,22136,0
22131,523705353,0
523705393,22134,0
523833602,22101,0
523822424,22214,0
523705372,22134,0
523705193,523705292,0
22133,523705754,0
523705301,523705402,0
22131,523706213,0
523716874,523716981,0
523705392,22131,0
523705203,523705301,0
523706511,22134,0
523705353,22131,0
523822424,22214,0
22342,523857522,0
523716974,523716874,0
22133,523705654,0
523715151,22133,0
523705362,22131,0
22134,523706401,0
22131,523705362,0
523716981,523716984,0
22101,523833602,0
523832592,22102,0
523716874,523716984,0
523716981,523716762,0
22214,523822424,0
523832592,22102,0
523705353,22131,0
523833834,22101,0
523705654,22133,0
523705232,22134,0
22134,523706511,0
523716313,22132,0
22131,523715142,0
523833943,22101,0
22101,523833943,0
523857522,22342,0
22131,523705844,0
523705851,523705844,0
22131,523705362,0
523857524,22206,0
523705323,523705422,0
22132,523706512,0
22131,523705942,0
523705194,523705182,0
523857524,22206,0
22101,523833834,0
22101,523833943,0
523706511,22134,0
22101,523833834,0
22102,523832592,0
523705281,22134,0
523833943,22101,0
22342,523857522,0
523705362,22131,0
22136,523726142,0
523833822,22102,0
22131,523706404,0
523833943,22101,0
22207,523865402,0
523705294,523705194,0
523705844,22131,0
22131,523705392,0
523705362,22131,0
523706404,22131,0
523706404,22131,0
22133,523705452,0
523705634,523705732,0
523706302,22131,0
22131,523706213,0
523832862,523832763,0
523705452,22133,0
22131,523705291,0
22134,523705281,0
523705844,523705851,0
523833834,22101,0
523705484,22134,0
523706512,22132,0
523715142,22131,0
523705353,22134,0
22131,523706304,0
523705353,22131,0
22101,523833943,0
523706304,22131,0
523705381,22134,0
523703784,523703793,0
22133,523705654,0
523706512,22132,0
22101,523833834,0
523716762,523716984,0
523705393,22134,0
523705121,523705111,0
523705323,523705322,0
523705292,523705193,0
22133,523705654,0
523833834,22101,0
523706302,22131,0
22226,523811313,0
523832763,523832862,0
22131,523705942,0
523705182,523705194,0
523705951,22131,0
523705111,523705121,0
523811284,22424,0
523726142,22136,0
22131,523705362,0
523811313,22226,0
523705301,523705203,0
22214,523822424,0
523705351,22133,0
523705951,22131,0
523705291,22131,0
523716621,523716512,0
22134,523705353,0
523706304,22131,0
523705541,523705434,0
22133,523705351,0
523726142,22136,0
22214,523822732,0
22134,523705384,0
523705452,22133,0
523705434,523705541,0
523705951,22131,0
523716974,523716874,0
22133,523705452,0
523705322,523705323,0
523717533,22216,0
22102,523833822,0
523857522,22342,0
22216,523717533,0
523705301,523705501,0
523706511,22134,0
523705232,22134,0
523703684,523703594,0
22133,523715151,0
22133,523705452,0
523705353,22131,0
523705454,22133,0
523705851,523705844,0
523833602,22101,0
22131,523706302,0
22136,523716664,0
523705284,22131,0
523822424,22214,0
523705454,22133,0
22134,523705372,0
22325,523847971,0
523705203,523705412,0
523705322,523705323,0
523716751,523716651,0
22102,523833831,0
523705222,523705231,0
523705434,523705541,0
523847971,22325,0
523705093,523705182,0
22131,523715084,0
523716974,523716874,0
523716984,523716981,0
523705384,22134,0
22131,523706302,0
523705422,523705323,0
22131,523705844,0
523706302,523706304,0
22132,523706512,0
523865402,22207,0
523705291,523705294,0
523716651,523716751,0
22136,523716213,0
523705323,523705322,0
523705942,22131,0
523705322,523705323,0
523705353,22134,0
523706302,523706304,0
523716611,523716413,0
22136,523726142,0
523703594,523703684,0
22131,523705851,0
22132,523716262,0
22424,523811284,0
523705194,523705294,0
523705323,523705322,0
523822732,22214,0
22132,523706512,0
523811284,22424,0
523857522,22342,0
22131,523706701,0
523716981,523716874,0
523705851,523705844,0
523715151,22133,0
523705353,22131,0
523833831,22102,0
22134,523705372,0
22102,523833831,0
22134,523705393,0
523705353,22134,0
22132,523706512,0
523833831,22102,0
22131,523706304,0
523716314,22136,0
523706304,523706302,0
523811313,22226,0
523705372,22134,0
523705372,22134,0
523705362,22131,0
523705213,523705212,0
22131,523706301,0
523705444,22131,0
523717013,22211,0
523705392,22131,0
523705121,523705111,0
523833943,22101,0
523705203,523705301,0
523706403,22134,0
523705111,523705121,0
22131,523705294,0
523705452,22133,0
523716213,22136,0
22101,523833943,0
22133,523715051,0
22214,523822424,0
523716984,523716981,0
523833834,22101,0
22131,523705294,0
22203,523857311,0
523716611,523716413,0
523705343,523705431,0
22131,523705951,0
523705292,523705193,0
22134,523705271,0
22424,523811284,0
22133,523705861,0
523706404,22131,0
22131,523705353,0
22131,523705284,0
523706213,523706302,0
22131,523705362,0
523705402,523705203,0
22101,523833834,0
523705212,523705213,0
22101,523833834,0
523847971,22325,0
22131,523705854,0
523705452,22133,0
523705271,22134,0
523705844,523705851,0
523705754,22133,0
523716874,523716984,0
22131,523706404,0
523706911,523706804,0
523865402,22207,0
523716213,22136,0
22136,523716661,0
22132,523705991,0
523705292,523705193,0
22131,523706701,0
523833834,22101,0
523716313,22132,0
22131,523705942,0
523705353,22134,0
523706213,22131,0
22102,523833822,0
22136,523716664,0
523822732,22214,0
523705482,22133,0
523847971,22325,0
22131,523706213,0
22214,523822732,0
523716984,523716981,0
523716723,22135,0
523705292,523705193,0
22214,523822424,0
523715084,22131,0
22102,523833822,0
523716874,523716984,0
22134,523705384,0
523706701,22131,0
22131,523706304,0
523706302,523706304,0
22133,523705454,0
523704414,523704411,0
523705281,22134,0
523705951,22131,0
523716071,523706973,0
523705911,523715022,0
22206,523857524,0
22207,523865402,0
22325,523847971,0
523716262,22132,0
22134,523705353,0
523832763,523832862,0
22132,523706512,0
523705323,523705322,0
523705441,22134,0
22131,523706404,0
22134,523705232,0
523822424,22214,0
523705861,22133,0
523854822,523854402,0
22131,523705951,0
523716984,523716762,0
523706973,523716071,0
523715051,22133,0
523706701,22131,0
523706304,523706213,0
22131,523715142,0
22133,523705482,0
22211,523717013,0
523706701,22131,0
22131,523715142,0
523704411,523704414,0
523857522,22342,0
523930674,523930681,0
22342,523857522,0
22131,523705942,0
523705732,523705634,0
523705353,22134,0
22226,523811313,0
22136,523716213,0
523705353,22134,0
523833822,22102,0
523716621,523716512,0
22325,523847971,0
22134,523705393,0
22131,523705392,0
22132,523716303,0
523833602,22101,0
22133,523715151,0
22344,523877771,0
523705222,523705231,0
22134,523705372,0
22131,523705854,0
523857303,523857203,0
523811313,22226,0
22226,523811313,0
22325,523847971,0
523930681,523930674,0
523706213,22131,0
22134,523705394,0
22133,523715051,0
523705351,22133,0
523717013,22211,0
523705753,22133,0
523833822,22102,0
523705231,523705222,0
22133,523705861,0
523706304,22131,0
523705194,22131,0
22135,523716723,0
22131,523706304,0
523705393,22134,0
22131,523706404,0
523706213,22131,0
523706301,22131,0
22101,523833602,0
22342,523857522,0
523705232,22134,0
22134,523705353,0
22101,523833611,0
22424,523811284,0
523865611,22210,0
523822732,22214,0
523715051,22133,0
22131,523706701,0
523705421,523705323,0
22342,523857522,0
22131,523706304,0
523705213,523705212,0
523705193,523705292,0
523703594,523703684,0
523717624,523717832,0
523705323,523705422,0
523706511,22134,0
523716981,523716874,0
523705452,22133,0
523706213,22131,0
523705392,22131,0
523705444,22131,0
523717832,523717624,0
22133,523705753,0
22102,523833831,0
523865402,22207,0
523705861,22133,0
523867633,22220,0
22135,523716702,0
523706301,22131,0
523705942,22131,0
523833822,22102,0
22220,523867633,0
523705851,22131,0
523715151,22133,0
523811313,22226,0
22134,523705484,0
523716661,22136,0
22131,523706301,0
22210,523865611,0
22131,523706302,0
523716762,523716984,0
523705991,22132,0
22214,523822732,0
523833602,22101,0
523706213,523706304,0
523705444,523705231,0
22131,523705194,0
523705864,523705964,0
22134,523705353,0
523705521,523705314,0
523705384,22134,0
523705454,22133,0
22131,523705294,0
523833611,22101,0
523706512,22132,0
523705271,22134,0
22131,523706204,0
523705854,22131,0
523715593,22136,0
22131,523715084,0
523705271,22134,0
22133,523705581,0
523705851,523705844,0
523706302,22131,0
22134,523706511,0
22216,523717533,0
523705964,523705864,0
523833831,22102,0
523706701,22131,0
523857522,22342,0
523705433,523705343,0
22131,523705362,0
523705343,523705433,0
523705854,22131,0
22134,523705353,0
523716874,523716981,0
523705402,523704494,0
22136,523716213,0
523812701,523812604,0
523706403,22134,0
22131,523705844,0
523717624,523717832,0
523716874,523716984,0
22134,523705353,0
22211,523717013,0
523832763,523832862,0
523706304,523706302,0
523715142,22131,0
523856373,523856473,0
22214,523822732,0
523857281,523857183,0
22134,523705393,0
523706701,22131,0
523706404,22131,0
22131,523705284,0
22325,523847971,0
523705484,22134,0
523716751,523716651,0
523843042,22103,0
523717832,523717624,0
523705212,523705213,0
523705372,22134,0
523705294,22131,0
22101,523833602,0
22133,523705454,0
22133,523705861,0
22131,523705392,0
22131,523706213,0
523715022,523705911,0
22131,523705294,0
523705212,523705213,0
523705121,523705111,0
523705402,523705503,0
22206,523857423,0
523705942,22131,0
523705111,523705121,0
22131,523705851,0
523705851,22131,0
523865512,22207,0
523705861,22133,0
22325,523857151,0
22131,523705323,0
22136,523716301,0
523706804,523706911,0
22101,523833602,0
523717533,22216,0
22134,523705271,0
523705484,22134,0
523705322,523705323,0
22133,523705351,0
523833602,22101,0
22131,523705294,0
523716984,523716762,0
523716981,523716984,0
523703684,523703594,0
22133,523705861,0
523705854,22131,0
22131,523705444,0
523706512,22132,0
523716664,22136,0
22131,523706701,0
523706304,22131,0
523715084,22131,0
22207,523865402,0
523857203,523857303,0
523706201,22131,0
523703684,523704501,0
22131,523705854,0
22211,513776923,0
22132,523716262,0
523705222,523705231,0
523833611,22101,0
